,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
6893,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1556,52.7
6894,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3658,52.7
6895,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3551,52.7
6896,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3011,52.7
6897,2006,Cerebrovascular diseases (I60-I69),Stroke,Idaho,725,52.7
6898,2005,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,511,52.7
6899,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3540,52.7
6900,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,3831,52.8
6901,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3264,52.8
6902,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1626,52.8
6903,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3935,52.8
6904,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6580,52.8
6905,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3067,52.8
6906,2004,Cerebrovascular diseases (I60-I69),Stroke,Alaska,172,52.8
6907,2001,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2727,52.8
6908,2004,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6501,52.8
6909,2003,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8261,52.8
6910,2002,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,243,52.8
6911,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,572,52.8
6912,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,258,52.8
6913,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,791,52.9
6914,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3798,52.9
6915,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,637,52.9
6916,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1522,52.9
6917,1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,848,52.9
6918,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3503,52.9
6919,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3185,52.9
6920,2009,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1694,52.9
6921,2005,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3347,52.9
6922,2001,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,633,52.9
6923,2001,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,490,52.9
6924,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,308,52.9
6925,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1848,53.0
6926,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,768,53.0
6927,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2403,53.0
6928,2008,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3356,53.1
6929,2003,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3216,53.1
6930,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,649,53.1
6931,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3513,53.1
6932,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,830,53.2
6933,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3904,53.2
6934,2004,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2718,53.2
6935,2006,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4572,53.2
6936,2005,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1151,53.2
6937,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,548,53.2
6938,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,524,53.2
6939,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2364,53.2
6940,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,579,53.3
6941,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1244,53.3
6942,2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,936,53.3
6943,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6928,53.3
6944,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1922,53.3
6945,1999,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,297,53.3
6946,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,340,53.3
6947,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2315,53.3
6948,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3485,53.3
6949,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,505,53.4
6950,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2272,53.4
6951,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,452,53.4
6952,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1773,53.5
6953,2006,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3889,53.5
6954,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3050,53.6
6955,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,1025,53.6
6956,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,517,53.6
6957,2009,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2675,53.6
6958,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3156,53.6
6959,2005,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3675,53.7
6960,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1004,53.7
6961,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,299,53.7
6962,2000,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2648,53.8
6963,2010,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1741,53.8
6964,2006,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2291,53.8
6965,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2542,53.8
6966,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,802,53.8
6967,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1836,53.9
6968,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1787,53.9
6969,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1985,53.9
6970,2005,Cerebrovascular diseases (I60-I69),Stroke,Idaho,718,53.9
6971,2006,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2195,53.9
6972,2003,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,253,53.9
6973,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,495,53.9
6974,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1931,54.0
6975,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4029,54.0
6976,2008,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2079,54.0
6977,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2506,54.0
6978,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2737,54.0
6979,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,626,54.1
6980,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,717,54.1
6981,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1617,54.1
6982,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1482,54.1
6983,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,368,54.1
6984,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,332,54.1
6985,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,4010,54.2
6986,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2770,54.2
6987,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2733,54.2
6988,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3686,54.2
6989,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1755,54.3
6990,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3307,54.3
6991,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,800,54.4
6992,1999,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2600,54.4
6993,2008,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1722,54.4
6994,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2662,54.4
6995,2003,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2081,54.5
6996,2002,Cerebrovascular diseases (I60-I69),Stroke,Maine,823,54.5
6997,2003,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5470,54.5
6998,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1627,54.5
6999,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4214,54.6
7000,2004,Cerebrovascular diseases (I60-I69),Stroke,California,16882,54.6
7001,2004,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1030,54.6
7002,2003,Cerebrovascular diseases (I60-I69),Stroke,United States,157689,54.6
7003,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1729,54.7
7004,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,604,54.7
7005,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4318,54.7
7006,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3545,54.7
7007,2001,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1825,54.7
7008,2003,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2734,54.7
7009,2008,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1592,54.7
7010,2003,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1094,54.7
7011,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3150,54.7
7012,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2578,54.7
7013,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,372,54.8
7014,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3043,54.8
7015,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3471,54.8
7016,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2265,54.8
7017,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2170,54.8
7018,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1988,54.8
7019,2004,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1178,54.8
7020,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2260,54.8
7021,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,518,54.8
7022,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,12561,54.9
7023,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,580,54.9
7024,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4239,54.9
7025,2005,Cerebrovascular diseases (I60-I69),Stroke,Alaska,178,54.9
7026,2002,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,518,54.9
7027,2000,Cerebrovascular diseases (I60-I69),Stroke,Vermont,343,54.9
7028,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2409,54.9
7029,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3539,54.9
7030,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,343,55.0
7031,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,379,55.0
7032,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,1947,55.0
7033,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1694,55.1
7034,2004,Cerebrovascular diseases (I60-I69),Stroke,Washington,3243,55.1
7035,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2394,55.1
7036,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,273,55.1
7037,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3015,55.2
7038,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2912,55.2
7039,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1661,55.2
7040,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1980,55.2
7041,2001,Cerebrovascular diseases (I60-I69),Stroke,Maine,822,55.2
7042,2002,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1103,55.2
7043,2003,Cerebrovascular diseases (I60-I69),Stroke,Utah,876,55.2
7044,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2379,55.2
7045,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2270,55.2
7046,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,325,55.2
7047,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3794,55.3
7048,2004,Cerebrovascular diseases (I60-I69),Stroke,Idaho,712,55.3
7049,2004,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3454,55.3
7050,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,535,55.3
7051,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2866,55.4
7052,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4212,55.4
7053,2003,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6909,55.4
7054,2001,Cerebrovascular diseases (I60-I69),Stroke,Nevada,913,55.4
7055,2004,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,475,55.4
7056,2002,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,469,55.4
7057,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,321,55.4
7058,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2755,55.5
7059,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3962,55.5
7060,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3745,55.5
7061,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,272,55.5
7062,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,3575,55.6
7063,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2407,55.6
7064,2004,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1225,55.6
7065,2005,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3854,55.6
7066,2000,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,456,55.6
7067,2002,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8579,55.6
7068,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2372,55.6
7069,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1692,55.6
7070,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,524,55.6
7071,2002,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1915,55.7
7072,2003,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,752,55.7
7073,2007,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1589,55.7
7074,2006,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2085,55.7
7075,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2513,55.7
7076,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,558,55.7
7077,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1910,55.8
7078,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,334,55.8
7079,2000,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1091,55.8
7080,2007,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2466,55.8
7081,1999,Cerebrovascular diseases (I60-I69),Stroke,Vermont,344,55.8
7082,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,578,55.9
7083,2000,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2820,55.9
7084,2007,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3450,55.9
7085,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,294,55.9
7086,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,969,55.9
7087,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,6756,55.9
7088,2002,Cerebrovascular diseases (I60-I69),Stroke,Alaska,158,56.0
7089,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,326,56.0
7090,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3352,56.0
7091,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1571,56.0
7092,2006,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1585,56.1
7093,2004,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3503,56.1
7094,2003,Cerebrovascular diseases (I60-I69),Stroke,Montana,576,56.1
7095,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2005,56.1
7096,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3326,56.2
7097,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1831,56.2
7098,2007,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2126,56.2
7099,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1712,56.2
7100,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,317,56.2
7101,2006,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1267,56.3
7102,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,637,56.3
7103,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3279,56.4
7104,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,146,56.4
7105,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1257,56.4
7106,2000,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,662,56.4
7107,2001,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8619,56.4
7108,2006,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3407,56.4
7109,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,354,56.4
7110,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1658,56.4
7111,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3873,56.4
7112,2000,Cerebrovascular diseases (I60-I69),Stroke,Nevada,872,56.5
7113,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,299,56.5
7114,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,675,56.6
7115,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2265,56.6
7116,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1778,56.6
7117,2002,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1228,56.6
7118,2003,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6910,56.6
7119,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2039,56.6
7120,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,295,56.7
7121,2003,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,476,56.7
7122,2004,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3788,56.7
7123,2001,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,260,56.7
7124,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2466,56.8
7125,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2422,56.8
7126,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1685,56.8
7127,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,609,56.8
7128,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,995,56.8
7129,2007,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2747,56.9
7130,2004,Cerebrovascular diseases (I60-I69),Stroke,Texas,9853,56.9
7131,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,3625,57.0
7132,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,327,57.0
7133,2000,Cerebrovascular diseases (I60-I69),Stroke,Maine,833,57.0
7134,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1924,57.1
7135,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,381,57.1
7136,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,368,57.1
7137,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1124,57.2
7138,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,310,57.2
7139,1999,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1834,57.2
7140,2005,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2289,57.2
7141,2002,Cerebrovascular diseases (I60-I69),Stroke,United States,162672,57.2
7142,2001,Cerebrovascular diseases (I60-I69),Stroke,Utah,870,57.2
7143,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2119,57.2
7144,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,385,57.3
7145,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2710,57.4
7146,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3765,57.4
7147,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2405,57.4
7148,2003,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1758,57.5
7149,2002,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2811,57.5
7150,2001,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1130,57.5
7151,1999,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8600,57.5
7152,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2192,57.6
7153,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,291,57.6
7154,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,278,57.6
7155,2000,Cerebrovascular diseases (I60-I69),Stroke,Delaware,430,57.6
7156,2003,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3580,57.7
7157,2002,Cerebrovascular diseases (I60-I69),Stroke,Nevada,976,57.7
7158,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,623,57.7
7159,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1020,57.7
7160,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,576,57.8
7161,2006,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2740,57.8
7162,2003,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1028,57.8
7163,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1693,57.8
7164,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4064,57.9
7165,1999,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1236,57.9
7166,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,270,57.9
7167,2001,Cerebrovascular diseases (I60-I69),Stroke,Alaska,158,57.9
7168,1999,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,669,57.9
7169,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,388,57.9
7170,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2446,57.9
7171,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1724,57.9
7172,2004,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2339,58.0
7173,2005,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2469,58.0
7174,2005,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1622,58.0
7175,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1894,58.1
7176,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3878,58.1
7177,2001,Cerebrovascular diseases (I60-I69),Stroke,Montana,578,58.1
7178,2001,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6891,58.1
7179,2002,Cerebrovascular diseases (I60-I69),Stroke,Utah,903,58.1
7180,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,289,58.1
7181,2008,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2863,58.2
7182,2003,Cerebrovascular diseases (I60-I69),Stroke,California,17692,58.2
7183,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,401,58.3
7184,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,588,58.3
7185,2007,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1331,58.3
7186,2002,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7183,58.3
7187,2000,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2187,58.3
7188,2000,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,260,58.3
7189,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2621,58.3
7190,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4266,58.4
